token_text,start_capital,all_capital,capital_ratio,length,vowel_ratio,number_of_vowels,numeric_charecter,numeric_ratio,number_of_nonAlphanumeric,nonAlphanumericRatio,previous_word_text,prev_start_capital,prev_all_capital,prev_capital_ratio,prev_length,prev_vowel_ratio,prev_number_of_vowels,prev_numeric_charecter,prev_numeric_ratio,prev_number_of_nonAlphanumeric,prev_nonAlphanumericRatio,next_word_text,next_start_capital,next_all_capital,next_capital_ratio,next_length,next_vowel_ratio,next_number_of_vowels,next_numeric_charecter,next_numeric_ratio,next_number_of_nonAlphanumeric,next_nonAlphanumericRatio,class
Mobility,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Hareketlilik,1,0,0.08333333333333333,12,1.4,5.0,0.0,0.0,0.0,0.0,Kümelenmesi,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,9
Kümelenmesi,1,0,0.09090909090909091,11,1.2,5.0,0.0,0.0,0.0,0.0,Mobility,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Rop7C9eX0r,1,0,0.3,10,2.5,2.0,3.0,0.3,0.0,0.0,9
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Rop7C9eX0r,1,0,0.3,10,2.5,2.0,3.0,0.3,0.0,0.0,Smart,1,0,0.2,5,4.0,1.0,0.0,0.0,0.0,0.0,7
Smart,1,0,0.2,5,4.0,1.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,9
Clustering,1,0,0.1,10,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,B8Za2qDQ0g,1,0,0.4,10,6.0,1.0,3.0,0.3,0.0,0.0,9
Toplantýsý,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,B8Za2qDQ0g,1,0,0.4,10,6.0,1.0,3.0,0.3,0.0,0.0,,0,0,0.15447769924460608,6,1.5930931199527674,2.2711264575830343,0.36813579846026956,0.10071923911113682,0.0013379805759199828,0.00013345169783196263,9
Ýkili,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,,0,0,0.14758545177412202,5,1.490705736798496,2.223152569744838,0.39440222995734137,0.11871846921617041,0.0007733377057987086,0.00010590836278909712,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,9
Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Ýkili,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,o3fy4YJrmL,0,0,0.3,10,7.0,1.0,2.0,0.2,0.0,0.0,9
Güneþ,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Pazarý,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Güneþ,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Proje,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,9
Hollanda,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Proje,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Enerjisi,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,9
Enerjisi,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,Hollanda,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,Ýþbirliði,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,9
Ýþbirliði,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Enerjisi,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,,0,0,0.15450614293807777,6,1.5933864532468116,2.27154463590334,0.3682035826249649,0.10073778435862553,0.0013382269358124372,0.00013345169783196263,9
MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.1476126264107956,5,1.4909802176927691,2.223561914721776,0.3944748505115593,0.11874032862865727,0.0007734800990422732,0.00010590836278909715,Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
Türkiye,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,ilk,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,8
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Gürültü,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9M0Pgg4h5g,0,0,0.2,10,6.0,0.0,4.0,0.4,0.0,0.0,7
Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,SM3qhq4zC4,1,0,0.3,10,7.0,0.0,3.0,0.3,0.0,0.0,AMS,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,9
AMS,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,1MV,0,1,0.6666666666666666,3,2.0,0.0,1.0,0.3333333333333333,0.0,0.0,9
1MV,0,1,0.6666666666666666,3,2.0,0.0,1.0,0.3333333333333333,0.0,0.0,AMS,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Kütle,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,9
Kütle,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,1MV,0,1,0.6666666666666666,3,2.0,0.0,1.0,0.3333333333333333,0.0,0.0,Spektroskopisi,1,0,0.07142857142857142,14,1.8,5.0,0.0,0.0,0.0,0.0,9
Spektroskopisi,1,0,0.07142857142857142,14,1.8,5.0,0.0,0.0,0.0,0.0,Kütle,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,uTGzaDkIQV,0,0,0.6,10,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,9
Hýzlandýrýlmýþ,1,0,0.07142857142857142,14,1.8,5.0,0.0,0.0,0.0,0.0,uTGzaDkIQV,0,0,0.6,10,2.3333333333333335,3.0,0.0,0.0,0.0,0.0,yapýldý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,,0,0,0.14763980605108482,5,1.4912547491267027,2.2239713350706474,0.39454748443726567,0.1187621920660774,0.0007736225185044426,0.00010590836278909713,Heyeti,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,7
Heyeti,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,2cvwrUPYoW,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,7
Denizcilik,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,2cvwrUPYoW,0,0,0.4,10,3.5,2.0,1.0,0.1,0.0,0.0,C,1,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,7
C,1,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Denizcilik,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,Haberleþme,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,7
Haberleþme,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,C,1,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Haberleþme,1,0,0.1,10,1.5,4.0,0.0,0.0,0.0,0.0,T,1,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,7
T,1,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ulaþtýrma,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Ulaþtýrma,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,T,1,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,Ziyareti,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,7
ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Ziyareti,1,0,0.125,8,1.0,4.0,0.0,0.0,0.0,0.0,nin,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,7
MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,nin,0,0,0.0,3,2.0,1.0,0.0,0.0,0.0,0.0,MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Bakanlýðý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Bakanlýðý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.15453459186883417,6,1.5936798405517736,2.2719628912220484,0.36827137927063325,0.10075633302081637,0.0013384733410666838,0.00013345169783196263,7
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3VXW0gSU8Z,0,0,0.6,10,6.0,1.0,3.0,0.3,0.0,0.0,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,9
ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Enerji,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,7
Enerji,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Enerji,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,ta,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,7
Arz,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,düzenlendi,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Arz,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,Güvenliði,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Güvenliði,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.15456304603783966,6,1.5939732818775978,2.2723812235533356,0.36833918839957275,0.10077488509833818,0.0013387197916910744,0.00013345169783196263,9
Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,,0,0,0.14766699069591102,5,1.491529331109602,2.2243808308053317,0.3946201317369227,0.11878405952917187,0.0007737649641900446,0.00010590836278909716,ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,9
ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,sLCfnk1FT4,0,0,0.4,10,8.0,0.0,2.0,0.2,0.0,0.0,7
Helal,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,yapýldý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Helal,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Gýda,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,7
Gýda,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.15459150544605874,6,1.5942667772342318,2.272799632911383,0.368407010014082,0.10079344059181972,0.0013389662876939637,0.00013345169783196266,9
MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Ziyaret,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ý,0,0,0.0,1,0.0,1.0,0.0,0.0,0.0,0.0,7
Ýran,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,0eWM5cBLHH,0,0,0.6,10,7.0,1.0,2.0,0.2,0.0,0.0,Heyeti,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,7
Heyeti,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Ýran,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Heyeti,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,7
ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,ISIRI,1,1,1.0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,7
ISIRI,1,1,1.0,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,ARAÞTIRMA,1,1,1.0,9,1.25,4.0,0.0,0.0,0.0,0.0,Etti,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,7
MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Etti,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,7
MARMARA,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,MERKEZÝ,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.1546199700944561,6,1.594560326631623,2.273218119310372,0.3684748441164598,0.10081199950189002,0.0013392128290837066,0.00013345169783196266,7
Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,iþbirliðiyle,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,9
MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,düzenlendi,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,7
Arz,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,düzenlendi,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,Güvenliði,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,9
Güvenliði,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Arz,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Güvenliði,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,QrYhvcn0yi,1,0,0.2,10,8.0,1.0,1.0,0.1,0.0,0.0,7
Bölgesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,QrYhvcn0yi,1,0,0.2,10,8.0,1.0,1.0,0.1,0.0,0.0,Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Bölgesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Enerji,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,9
Enerji,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3VXW0gBjhr,0,0,0.4,10,8.0,0.0,2.0,0.2,0.0,0.0,9
Entegre,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ziyaret,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Uygulamalarý,1,0,0.08333333333333333,12,1.0,6.0,0.0,0.0,0.0,0.0,7
A,1,1,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Uygulamalarý,1,0,0.08333333333333333,12,1.0,6.0,0.0,0.0,0.0,0.0,Kastamonu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,7
Kastamonu,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,A,1,1,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,Atýk,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,7
TÜBÝTAK,1,1,1.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,kapsamýnda,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,QHePtlKyMB,1,0,0.6,10,9.0,1.0,0.0,0.0,0.0,0.0,7
Þ,1,1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,QHePtlKyMB,1,0,0.6,10,9.0,1.0,0.0,0.0,0.0,0.0,eGh3oHx7Tx,0,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,7
KEAS,1,1,1.0,4,1.0,2.0,0.0,0.0,0.0,0.0,eGh3oHx7Tx,0,0,0.3,10,3.0,2.0,2.0,0.2,0.0,0.0,Sýfýr,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,7
MAM,1,1,1.0,3,2.0,1.0,0.0,0.0,0.0,0.0,Etti,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.1546484399839966,6,1.5948539300797233,2.273636682764489,0.36854269070900564,0.10083056182917817,0.0013394594158686606,0.00013345169783196266,7
Töreni,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,,0,0,0.14769418034619566,5,1.491803963650775,2.2247904019397096,0.39469279241299277,0.11880593101868193,0.0007739074361039075,0.00010590836278909713,Merkezi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Merkezi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Töreni,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Etüdü,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,9
Etüdü,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,Merkezi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,FhMby2RkkE,1,0,0.4,10,8.0,1.0,1.0,0.1,0.0,0.0,9
Fizibilite,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,FhMby2RkkE,1,0,0.4,10,8.0,1.0,1.0,0.1,0.0,0.0,Mükemmeliyet,1,0,0.08333333333333333,12,1.4,5.0,0.0,0.0,0.0,0.0,9
Mükemmeliyet,1,0,0.08333333333333333,12,1.4,5.0,0.0,0.0,0.0,0.0,Fizibilite,1,0,0.1,10,1.0,5.0,0.0,0.0,0.0,0.0,Test,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,9
Test,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,Mükemmeliyet,1,0,0.08333333333333333,12,1.4,5.0,0.0,0.0,0.0,0.0,Ýmza,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,9
Ýmza,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Test,1,0,0.25,4,3.0,1.0,0.0,0.0,0.0,0.0,Projesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Projesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Ýmza,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,Teknolojileri,1,0,0.07692307692307693,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,9
Teknolojileri,1,0,0.07692307692307693,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,Projesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,3PYgW4sZEj,0,0,0.5,10,7.0,1.0,2.0,0.2,0.0,0.0,9
Havacýlýk,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,3PYgW4sZEj,0,0,0.5,10,7.0,1.0,2.0,0.2,0.0,0.0,,0,0,0.15467691511564527,6,1.5951475875884842,2.274055323287923,0.3686105497940193,0.10084912757431337,0.0013397060480571834,0.00013345169783196266,9
Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,ev,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,TUBITAK_MAM,1,1,0.9090909090909091,11,1.5,4.0,0.0,0.0,1.0,0.09090909090909091,9
TUBITAK_MAM,1,1,0.9090909090909091,11,1.5,4.0,0.0,0.0,1.0,0.09090909090909091,Çalýþtayý,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,oO1zwFzvz9,0,0,0.2,10,3.0,2.0,2.0,0.2,0.0,0.0,4
Arz,1,0,0.3333333333333333,3,2.0,1.0,0.0,0.0,0.0,0.0,oO1zwFzvz9,0,0,0.2,10,3.0,2.0,2.0,0.2,0.0,0.0,baþladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,9
Güvenliði,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,baþladý,0,0,0.0,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,sahipliðinde,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,9
Bölgesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,sahipliðinde,0,0,0.0,12,1.4,5.0,0.0,0.0,0.0,0.0,enerjiarzguvenligi,0,0,0.0,18,1.25,8.0,0.0,0.0,0.0,0.0,9
enerjiarzguvenligi,0,0,0.0,18,1.25,8.0,0.0,0.0,0.0,0.0,Bölgesi,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,4
Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,enerjiarzguvenligi,0,0,0.0,18,1.25,8.0,0.0,0.0,0.0,0.0,Enerji,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,9
Enerji,1,0,0.16666666666666666,6,1.0,3.0,0.0,0.0,0.0,0.0,Marmara,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,,0,0,0.15470539549036738,6,1.5954412991678597,2.274474040894862,0.36867842137380097,0.10086769673792492,0.001339952725657636,0.00013345169783196266,9
Taþkent,1,0,0.14285714285714285,7,2.5,2.0,0.0,0.0,0.0,0.0,katlý,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,çöktü,0,0,0.0,5,1.5,2.0,0.0,0.0,0.0,0.0,8
Konya,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,eðitimi,0,0,0.0,7,0.75,4.0,0.0,0.0,0.0,0.0,,0,0,0.15473388110912825,6,1.5957350648278057,2.274892835599501,0.3687463054506512,0.10088626932064225,0.0013401994486783792,0.00013345169783196266,8
Paþa,1,0,0.25,4,1.0,2.0,0.0,0.0,0.0,0.0,,0,0,0.14772137500286042,5,1.4920786467595302,2.2252000484876633,0.39476546646793903,0.11882780653534897,0.0007740499342508609,0.00010590836278909716,açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,10
Cezayirli,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,açýldý,0,0,0.0,6,1.0,3.0,0.0,0.0,0.0,0.0,Kasýmpaþa,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,8
Kasýmpaþa,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,Cezayirli,1,0,0.1111111111111111,9,1.25,4.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,8
Hendesehanesi,1,0,0.07692307692307693,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,da,0,0,0.0,2,1.0,1.0,0.0,0.0,0.0,0.0,Deniz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,7
Deniz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,Hendesehanesi,1,0,0.07692307692307693,13,1.1666666666666667,6.0,0.0,0.0,0.0,0.0,Okulu,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,7
Okulu,1,0,0.2,5,0.6666666666666666,3.0,0.0,0.0,0.0,0.0,Deniz,1,0,0.2,5,1.5,2.0,0.0,0.0,0.0,0.0,tarafýndan,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,7
Ýstanbul,1,0,0.125,8,1.6666666666666667,3.0,0.0,0.0,0.0,0.0,tarafýndan,0,0,0.0,10,1.5,4.0,0.0,0.0,0.0,0.0,Tersane,1,0,0.14285714285714285,7,1.3333333333333333,3.0,0.0,0.0,0.0,0.0,8
